,company,country,description,location,review,salary,star,title
4,Dimension Data,Malaysia,Diversity in Dimension Data. Join our growing global team and accelerate your career with Dimension Data. Dimension Data is an equal opportunity employer with a...,Petaling Jaya,486,,43.8,PS Business Analyst
6,Ikea,Malaysia,"You have a natural drive for data analysis, have strong analytical skills, and are able to prioritise and structure your own work....",Kota Damansara,3754,,51.0,"E-Commerce Web Analyst, IKEA Southeast Asia"
7,Convergys,Malaysia,"Coordinate the implementation of reporting processes (i.e., development of data collection tools and the establishment of data collection and distribution...",Kuala Lumpur,11848,,42.0,Reporting Analyst - Social
9,Hewlett Packard Enterprise,Malaysia,"Data mining and extraction techniques (e.g. Hewlett Packard Enterprise creates new possibilities for technology to have a meaningful impact on people,...",Cyberjaya,2612,,43.8,Financial Analyst
0,AstraZeneca,Malaysia,Finance Leads and Controllership Analyst in IFS. We have exciting opportunities in this wave of recruitment for Business Analysts in the....,Petaling Jaya,1188,,51.6,IFS Business Analyst
1,LB Aluminum Berhad,Malaysia,Responsible for inspection and to produce result from data after analyst test. To ensure product must be following management specification including quality....,Semenyih,,,,Quality Control Inspector
2,Robert Walters,Malaysia,About the Business Analyst Role:. Great career progression opportunities await the right person in this exciting Business Analyst job....,Klang,33,,43.8,Business Analyst
3,IBM,Malaysia,"Data Analytics - Medium. Enhance basic reporting of data to advanced analytics like segmentation, analytics & optimization as well as data visualization....",Cyberjaya,18061,,51.0,HR Reporting Analyst
4,Bollore Logistics Malaysia Sdn Bhd,Malaysia,"Input data into software systems. Analyse data and prepare relevant reports. Check, match and compile invoices....",Subang Jaya,,,,Internship for Operation Analyst
5,Lazada,Malaysia,"As the pioneer of the eCommerce ecosystem in Southeast Asia, Lazada helps more than 80,000 local and international sellers, as well as 2,500 brands, serve the...",Kuala Lumpur,103,,43.8,Finance Analyst - Treasury
6,Technip,Malaysia,Provide support to analysts during busy periods. Routing tickets to analysts for efficient incident resolution or request management....,Kuala Lumpur,1041,,51.6,Associate Systems Analyst
7,Experian,Malaysia,"We are the leading global information services company, providing data and analytical tools to our clients around the world....",Cyberjaya,672,,42.6,Finance.Analyst - Associate
8,Citi,Malaysia,"AML SVCI Analyst Description. Accurately gather, maintain and utilize data in various product databases for future reference....",Kuala Lumpur,11052,,44.4,Operations Support Analyst
9,Citi,Malaysia,"To ensure the accuracy and timeliness of payroll data, assuring compliance with local policies and regulations. Malaysia,Wilayah Persekutuan,Kuala Lumpur....",Kuala Lumpur,11052,,44.4,Payroll Analyst
0,BHP Billiton,Malaysia,"Master Data Organisation. Analyst, Accounting Processes (Iron Ore) | Kuala Lumpur. Request updates to Finance and other Master Data as required....",Kuala Lumpur,550,,51.6,"Analyst, Accounting Processes"
1,Cargill,Malaysia,Business Analyst (Plant Ops- Product- SAP PP). Familiarity with Business Analyst Body of Knowledge (BABOK). The Business Analyst will work closely with business...,Kuala Lumpur,1820,,43.8,Business Analyst (Plant Ops- Product- SAP PP)
2,BHP Billiton,Malaysia,Payroll and Data Administrator/ Analyst. Analyst HR People System. Identify and implement improvement initiatives and ensure coherence of process between team...,Kuala Lumpur,550,,51.6,Lead HR People System
3,Data Matriqs Sdn Bhd,Malaysia,"Troubleshoot existing data model & dashboards. Extract,transform & load data from multiple sources into QlikView....",Kuala Lumpur,,,,QlikSense Analyst
4,Six Degree Consulting,Malaysia,"Identify when reconciliation repository tool needs master data maintained, utilize reconciliation repository tool to document account reconciliations and route...",Puchong,,,,Finance Analyst - GA
5,AIG,Malaysia,Serve as the senior subject mater expert for the data privacy regulatory requirements in APAC Region. Korea and Taiwan have Data Privacy issues and sanctions...,Kuala Lumpur,2126,,43.8,Business Analyst – Sanctions APAC
6,See Hoy Chan Sdn Berhad,Malaysia,Understand and maintain master data governance for supported functional area. Input document data into the standard registers ensuring that the information is...,Kota Damansara,,,,Business Analyst
7,McKinsey & Company,Malaysia,"Your responsibilities will be to provide centralized support to client service teams, and assist in problem solving and data interpretation....",Kuala Lumpur,293,,52.8,Project Accountant - Financial Analyst
9,,Malaysia,"Manufacturing system experience required for Radius Analyst role. Perform data analysis and application development, including minor programming, to support...",Kuala Lumpur,,,,Business Systems Analyst (ERP / SAP)
0,Marsh,Malaysia,"Will assist in managing budget, business planning, opportunity prospecting, client-service and data analysis....",Kuala Lumpur,139,,43.2,Executive Assistant
1,McKinsey & Company,Malaysia,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",Kuala Lumpur,293,,52.8,Analyst - Diligence And Business Intelligence
2,"Amdocs, Inc.",Malaysia,You will be able to use your superior business analyst skills to make a significant impact on high-level solutions that best produces the optimal product...,Kuala Lumpur,697,,44.4,Business Analyst
3,amdocs,Malaysia,You will be able to use your superior business analyst skills to make a significant impact on high-level solutions that best produces the optimal product...,Kuala Lumpur,697,,44.4,Business Analyst
4,AIG,Malaysia,"Support opportunities to improve and streamline processes regarding data flow and data quality to improve data accuracy, completeness and value....",Kuala Lumpur,2126,,43.8,Business Intelligence Analyst
5,Standard Chartered Bank,Malaysia,"Able to analyze data trends and out of pattern activities, working knowledge of Internet and MS Office Suite & independently assimilate, analyse and evaluate...",Klang,1797,,51.6,Senior Analyst Communication Surveillance
6,AIG,Malaysia,Enter all relevant details into the Event record and ensure that this data is accurate. Has sufficient knowledge of IT Infrastructure to understand and analyze...,Cyberjaya,2126,,43.8,IT Support Svcs Analyst III
7,Visual Solutions (M) Sdn Bhd,Malaysia,"Coordinates preparation internal and external reports through gathering, analysing and summarizing data and information from the departments....",Petaling Jaya,,,,Internship as Project Analyst
8,DELL,Malaysia,"Support LAN data network and have good knowledge in STP, LAN Switching, HSRP. Why Work at Dell?...",Cyberjaya,5898,,51.0,"Analyst, IT Service Ops"
9,Deloitte,Malaysia,"Experience with data analysis applications such as ACL, SQL, or Access preferred. Playing role in designated tasks of the project team in gathering, organizing...",Kuala Lumpur,5329,,51.0,"Consultant / Analyst, Contract Risk & Compliance"
0,Amway Inc.,Malaysia,Data validation and Business Test execution with Subject Matter Experts for the area “Distributor Experience”....,Kota Damansara,,,,Business Analyst II - Distributor Experience
1,Citi,Malaysia,Perform Ad hoc data analysis. Provide feedback and coaching to analysts. The candidate is required to design internal fraud detection rules and perform ad hoc...,Kuala Lumpur,11052,,44.4,MYS CTSM KL - Business Data Analyst
2,Petro1 Sdn Bhd,Malaysia,Consulting research industry holding research analyst position who think they can generate more money from their research rather than statistic and data....,Petaling Jaya,,,,Telesales Executive
3,AS White Global,Malaysia,"Diploma, Bachelor Degree/Professional Degree or Master Degree equivalent is advantageous Data Entry Agent/ Data Analyst in Malaysia X....",Kuala Lumpur,,,,"Claim Processor Analyst/Data Analyst in Malaysia (Intake October 30, 2017)"
4,ResMed,Malaysia,Assist Business analyst to resolve workflow related issue. Makes effective decisions based on relevant data and area of expertise....,Kuala Lumpur,61,,43.8,IT Application System Administrator
5,Experian,Malaysia,"We are the leading global information services company, providing data and analytical tools to our clients around the world. Business Analyst/SQL Developer....",Cyberjaya,672,,42.6,Business Analyst/SQL Developer
6,Experian,Malaysia,Supervise two data quality analysts based in Cyberjaya. Cross-functional data and reporting alignment. Acquisition integration and data migration projects....,Cyberjaya,672,,42.6,APAC CoE Data Quality Team Lead
7,DELL,Malaysia,"Knowledge performing Data Integrations using ​WebServices and API methods; Performance analyst, capacity planner information system modeler, design engineer,...",Cyberjaya,5898,,51.0,"Advisor, IT Infrastructure"
8,CO3 SOCIAL OFFICE,Malaysia,"Collect and maintain portfolio-wide data, particularly for Portfolio. Provide market-specific and portfolio-wide analytics and insights across Malaysia....",Puchong,,,,REAL ESTATE ANALYST
9,Citi,Malaysia,"Primary Location: Malaysia,Wilayah Persekutuan,Kuala Lumpur Education: Bachelor's Degree Job Function: Operations Schedule: Full-time Shift: Day Job Employee...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML M&I Data Intelligence Investigation Risk Analyst Lead
0,Career Channel,Malaysia,Data gathered on the credibility of the customers globally and recommend. Perform credit evaluation for customers within a....,Subang Jaya,,,,Finance Analyst - Credit Review
1,AXA : France,Malaysia,Support the lead analyst to perform analysis on the pros and cons of each solution option to ensure that lead analyst has adequate information to educate the...,Kuala Lumpur,,,,Business Analyst
3,Kimberly-Clark,Malaysia,"Minimum 3-4 years of relevant working experience and preferably in the same capacity, including practical experience in tax data compilation....",Kuala Lumpur,882,,51.0,Tax & Financial Analyst
4,BASF Asia Pacific,Malaysia,Ensure all processed data are reviewed accordingly and perform 100% master data checking to ensure accurate data are reported....,Kuala Lumpur,2,,54.0,"12 months contract - Analyst, Master Data (HR Service)"
5,Networkers,Malaysia,"As a member of a team of analysts, data engineers and data scientists, this role will lead and. Senior Data Scientist (Advisory)....",Kuala Lumpur,10,,51.0,Senior Data Scientist (Trainer)
6,Orange,Malaysia,"Network Optimization Review (NOR) support – prepare data for regular internal meetings especialy on unit costs, trends and various financial KPIs.Digitalization...",Kuala Lumpur,1158,,51.6,Voice and Video Network Rate and Billing Analyst
7,BAE Systems Applied Intelligence,Malaysia,Test data creation and maintenance. Create frameworks for creation and maintenance of test data. Proven experience of testing complex user interfaces and/or of...,Kuala Lumpur,34,,43.2,Automation Developer/ Senior Automation Developer
8,Tan Chong,Malaysia,Experience in data mining. We are looking for a Data Analyst to analyze raw information and translate as business insight as per requirement....,Seri Kembangan,,,,Senior Data Analyst
9,Tan Chong Group,Malaysia,Experience in data mining. We are looking for a Data Analyst to analyze raw information and translate as business insight as per requirement....,Seri Kembangan,,,,Senior Data Analyst
0,Hitachi Solutions,Malaysia,"Plan and perform data migration using DIXF into Microsoft Dynamics AX. To be able to provide full cycle implementation, consulting, configuration, training,...",Kuala Lumpur,1093,,44.4,Dynamics AX Business Analyst- Finance
1,Black Arm Bhd,Malaysia,Perform analysis of marketing and sales data. Help with collection and synthesis of quantitative and qualitative data from client marketing campaigns....,Kuala Lumpur,,,,Internship for Market Analyst Assistant
2,Accenture,Malaysia,"Examples of Accenture’s ServiceNow implementations in non-IT contexts include using ServiceNow as a Learning Management System, integrating with Plant systems...",Kuala Lumpur,11379,,51.0,ServiceNow Analyst/Specialist
3,BP,Malaysia,"Quality Assurance, Data & Reporting:. Providing day-to-day advice and guidance in support of the HR Analysts and Senior Analysts and wider teams deliverables....",Kuala Lumpur,1951,,51.0,HR Services Administration- Team Lead
4,Aimia,Malaysia,Cope with data analysts and consultants to provide KPI reports and provide insights and effective recommendations for future improvement....,Kuala Lumpur,74,,42.6,Account Executive
5,Citi,Malaysia,"Specific experience in Securities related functions e.g. Corporate Actions/Asset Servicing, Settlement, SWIFT message and Data Maintenance, Account opening,...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Intermediate Customer Service Analyst
6,Citi,Malaysia,"And Data Maintenance, Account opening, Custody Tax Services, Cash processing, Settlement or Customer Service will. Malaysia,Wilayah Persekutuan,Kuala Lumpur....",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Customer Service Analyst
7,Citi,Malaysia,Performing peer review of investigations to ensure appropriate dispositions have been recommended by analyst. Demonstrated ability to perform detailed analysis...,Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML Sanctions Screening Operations Senior Analyst
8,BP,Malaysia,"People data and core HR processes; Employee Data Administration processing such as updating employee data in SAP system, updating existing employee T&C,...",Kuala Lumpur,1951,,51.0,"Senior Analyst – Workforce, Recruitment & On-Boarding"
9,Shell,Malaysia,"Process & Data Management Knowledge. Accounting & reporting issues, data issues) in a dynamic environment. Together with the Finance Advisors, the incumbent...",Cyberjaya,2968,,44.4,Upstream Financial Planning & Analysis (Business Analyst)
0,Shell,Malaysia,"Complete all indirect tax related accounting activities upon which indirect tax returns depends, including control checks of transactional data to identify any...",Kuala Lumpur,2968,,44.4,Analyst - Manage Indirect Tax
1,Shell,Malaysia,Process and Data Management.  Process and Data Management.  Identify missing data and understand the process for ensuring that data is included in the...,Kuala Lumpur,2968,,44.4,Analyst - Manage HC Inventory
2,Standard Chartered Bank,Malaysia,"Director, Compliance, Financial Markets, Trade Surveillance, Data Quality & Projects. Regular/Temporary:....",Klang,1797,,51.6,"Trade Surveillance, Analyst"
3,Basis Corporation Sdn Bhd,Malaysia,Collection of data & capturing the data into database. Data verification & compilation of reports. Carry out various research studies & surveys....,Kuala Lumpur,,,,Internship for Financial Analysts
4,Citi,Malaysia,"Manage Data change requests end-to-end and track, escalate and resolve any data anomalies. Basic understanding of data administration within a database...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - User Acceptance Testing - Senior Tester
5,Networkers,Malaysia,"Analysis of real-time data feeds and triage for potential intrusions and attacks in a 24/7 environment. Leverage of data analysis techniques, human intuition,...",Cyberjaya,10,,51.0,IT Security Analyst
6,GfK,Malaysia,"Assist in questionnaire design and data tabulation. You will enjoy working in a dynamic, international working environment where you will assist our analysts to...",Kuala Lumpur,102,,44.4,Intern for Market Research
7,iflix,Malaysia,"Business Analyst experience; Lead technical projects in Asia- Implement process and quality improvements, initiate data analysis for designated regions, make...",Kuala Lumpur,,,,Technical Project Manager
8,Robert Walters,Malaysia,"Componentisation, implementation of micro-services layer, integration with data analytics is preferred. At least 15 years' team management experience, typically...",Kuala Lumpur,33,,43.8,"Head, Core Banking"
9,Robert Walters,Malaysia,About the Business Planning Analyst Role:. Great career progression opportunities await the right person in this exciting Business Planning Analyst job....,Kuala Lumpur,33,,43.8,Business Planning Analyst
0,iflix,Malaysia,WE’RE SEARCHING FOR AWESOME ANALYST S TO:. We are searching for an Analyst to join our team of superheroes in Kuala Lumpur!...,Kuala Lumpur,,,,Global Content Planning and Analysis
1,Berkshire Media Sdn Bhd,Malaysia,Interpret data and analyse results using statistical techniques and assist data analysts with ongoing reports. Filter and clean data....,Petaling Jaya,,,,Internship for Business
2,Shell,Malaysia,Investigate payment discrepancy reason if the customer fails to provide it in their remittance data. Responsible for performing debt collection activities for...,Cyberjaya,2968,,44.4,Analyst - Credit Debt Collection
3,McKinsey & Company,Malaysia,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)...",Kuala Lumpur,293,,52.8,"Associate - Performance Improvement, Energy Insights"
4,Citi,Malaysia,"Reviewing Analysts' recommendations for further enquiry, escalation or closure. Accurately gather, maintain and utilize data in various product databases for...",Kuala Lumpur,11052,,44.4,Operations Support Intermediate Analyst
5,AIG,Malaysia,"O Managing databases, verifying data integrity and providing SQL administration. Bachelor degree in Computer Science, Engineering/Software or related subject....",Cyberjaya,2126,,43.8,IT Tech Analyst III
6,Citi,Malaysia,"Experience translating solutions to business requirements and/or demonstrated data analysis skills. Malaysia,Wilayah Persekutuan,Kuala Lumpur....",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Operations Support Sr. Analyst
7,AIG,Malaysia,"Identify and support opportunities to improve and streamline processes regarding data flow and data quality to improve data accuracy, completeness and value....",Kuala Lumpur,2126,,43.8,Senior Business Intelligence Analyst
8,IHS Markit,Malaysia,Complete basin and data driven projects which are set out in conjunction with the regional teams and central data group....,Petaling Jaya,143,,43.2,Sr Technical Research I
9,Citi,Malaysia,"Primary Location: Malaysia,Wilayah Persekutuan,Kuala Lumpur Education: Bachelor's Degree Job Function: Operations Schedule: Full-time Shift: Day Job Employee...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML M&I Data Intelligence Data Miner – Global Task Force
0,Fave Group Pte Ltd,Malaysia,"Proven leadership running teams of data scientists, analysts, engineers. Helping to streamline the collection and analysis of data from across multiple data...",Kuala Lumpur,,,,Head of Data Science - KL
1,KFit,Malaysia,"Proven leadership running teams of data scientists, analysts, engineers. Helping to streamline the collection and analysis of data from across multiple data...",Kuala Lumpur,,,,Head of Data Science - KL
2,Huntsman,Malaysia,"Ensures enforcement of security policies and procedures across data center, networks, databases, and applications layers....",Kuala Lumpur,263,,44.4,IT Security Operation Analyst (12 months contract)
3,Citi,Malaysia,Performing peer review of investigations to ensure appropriate disposition was recommended by analyst....,Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML Operations Analyst
4,Citi,Malaysia,AML Operations Analyst. Demonstrated ability to perform detailed analysis of raw data based on policy and work instructions....,Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML Sanctions Screening Operations Analyst
5,Citi,Malaysia,"Specific experience in Securities related functions e.g. Corporate Actions / Asset Servicing, Settlement, SWIFT message and Data Maintenance, Account opening,...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Associate Customer Service Analyst
6,Petrofac,Malaysia,"Of system analyst. Ensure cost effective IT and data managements. Work with PETRONAS Data Management divisions, Joint-Venture Partners and....",Kuala Lumpur,158,,51.6,Data Manager
7,Marsh,Malaysia,Ensuring client data submission and quality by working together with the team. The Senior Analyst actions and supports the survey responsibilities according to...,Kuala Lumpur,139,,43.2,Senior Analyst
8,Willis Towers Watson,Malaysia,"Able to draw conclusions from data in a logical, systematic way. As a Senior Analyst, you will work beside some of the industry’s top consultants while you...",Kuala Lumpur,455,,44.4,Senior Analyst
0,Kimberly-Clark,Malaysia,"SharePoint (for data consumption/deployment). ITS Analytics Designer - Business Analyst. Experience collaborating with Business Analysts, Solution Architects...",Petaling Jaya,882,,51.0,ITS Analytics Designer - Business Analyst
1,Teradata,Malaysia,"With a powerful combination of Industry expertise and leading hybrid cloud technologies for data warehousing and big data analytics, Teradata unleashes the...",Kuala Lumpur,105,,44.4,Field Enablement
2,DXC Technology,Malaysia,Assist GSOC Analysts with issues or questions that may arise during investigations. GSOC Customer Liaison / Incident Lead · Assist GSOC analyst and shift leads...,Cyberjaya,807,,42.0,Japanese Speaking IT Security Consultant
3,Agensi Pekerjaan Symphony Search Sdn Bhd,Malaysia,"Coordinate and Manage the Technical Solution Analyst to ensure completeness and quality assurance. Knowledge in Cloud Computing, Big Data, Enterprise Service...",Petaling Jaya,,,,Technical Solution Manager
4,SANDOZ,Malaysia,"Consolidate, evaluate and propose expected macroeconomic data and trends. Interpret key data (key business drivers, KPIs, business metrics) and translate them...",Petaling Jaya,382,,44.4,Business Planning & Analyst Manager
5,Infiniti Ltd,Malaysia,"Work closely with strategists, traders, analysts to transform ideas into algorithmic trading strategies in a fast paced team environment....",Kuala Lumpur,,,,Algorithmic Trading Strategy Developer / Programmer
6,UCSI University,Malaysia,"Able to consolidate data into meaningful information. To co-deliver highly impactful Consulting/Training engagements for clients using the systematic tools,...",Kuala Lumpur,13,,43.2,"Senior Analyst - Strategy, Innovation & Management"
7,Experian,Malaysia,Supervise two data quality analysts based in Cyberjaya. Cross-functional data and reporting alignment. Acquisition integration and data migration projects....,Cyberjaya,672,,42.6,Finance Senior Data Quality Specialist
8,TGS & Partners (M) Sdn Bhd,Malaysia,Provide monthly cost analyst and recommend measures if necessary. Must be able to analyst the accounts and prepare reconciliation statements....,Kuala Lumpur,,,,Account Executive
9,Networkers,Malaysia,Develop the data model describing key data elements and how they are to be used. Review applications developed by programmers and analysts to ensure...,Bangsar,10,,51.0,Database Administrator (DB2)
0,AIG,Malaysia,Work closely with business intelligence analysts to ensure business requirements are adequately translated into data requirements within AxonMart....,Kuala Lumpur,2126,,43.8,Senior Portfolio Analyst
1,McKinsey & Company,Malaysia,"Strong ability to use data effectively to influence change. As Senior Category Lead, you're responsible for managing spend on a regional basis and developing...",Kuala Lumpur,293,,52.8,Senior Category Lead
2,IBM,Malaysia,"Data analysis skills (Excel). CAMS includes practice teams in cloud application development, cloud advisory, big data, security and complex systems architecture...",Petaling Jaya,18061,,51.0,Digital Banking Senior Business Analyst (GBS CAMS Asean)
3,Deloitte,Malaysia,Seniors would be required to support junior data analysts in resolving data quality or integrity issues within their own datasets....,Kuala Lumpur,5329,,51.0,Audit Analytics Senior Associate
4,GlaxoSmithKline,Malaysia,Ability to successfully analyse large volumes of data. You are a passionate Senior Planning Hub Analyst with the following attributes:....,Petaling Jaya,2532,,52.2,Senior Planning Hub Analyst-1
5,Lazada,Malaysia,"In order to succeed in the role, you should ideally have: Bachelor degree or Diploma in a related field (Data science and actuarial science preferred)....",Kuala Lumpur,103,,43.8,Senior Associate Platform Operation Analyst
6,BAE Systems Applied Intelligence,Malaysia,Developing and maintaining threat data sources. The Senior Threat Intel Analyst is technical specialist with an analytical mind and an eye for detail who can...,Kuala Lumpur,34,,43.2,Senior Threat Intel Analyst
7,McDermott,Malaysia,Coordinate and ensure completeness and correctness of data load to Hyperion Financial Management system for forecast data....,Kuala Lumpur,87,,43.8,Senior FP&A Analyst
8,McKinsey & Company,Malaysia,"Basic familiarity with data visualization tools such as Tableau and/or PowerBI. Advanced degree in Computer Applications, Engineering, Mathematics or Operations...",Kuala Lumpur,293,,52.8,Senior Knowledge Analyst - Recovery & Transformation Services
9,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP Helpdesk Analyst
0,Agensi Pekerjaan The Recruiter Sdn Bhd,Malaysia,"Manufacturing system experience required for Radius Analyst role. Perform data analysis and application development, including minor programming, to support...",Kuala Lumpur,,,,Business Systems Analyst
2,Pasona Malaysia,Malaysia,❖To analyse credit data and financial statements to determine the degree of risk involved in extending credit or lending money....,Kuala Lumpur,8,,43.8,Credit Analyst - Corporate Banking Industry
3,EPS Malaysia,Malaysia,"Troubleshoot issues with invoices processing, shopping carts, purchase orders and vendor master data. US-Based MNC Pharmaceutical Company....",Kuala Lumpur,,,,Purchasing Analyst
4,Shell,Malaysia,"The Analyst is accountable for:. Compile supplementary data on volume, tax, cash, commitment and etc. Reporting & Analysis support....",Cyberjaya,2968,,44.4,R&A Finance Analyst
5,ResMed,Malaysia,"Ability to define problems, collect data, establish facts, and draw valid conclusions. Work closely with other teams, such as but not limited to,development...",Kuala Lumpur,61,,43.8,Technical Software Support
6,Micro Focus,Malaysia,"Gathers financial data and performs financial analyses and reporting (e.g., profit & loss, balance sheet, cash flow, pricing, etc.)....",Kuala Lumpur,100,,44.4,Financial Analyst (Japanese-Speaking)
7,BAT Aspac Service Centre Sdn Bhd,Malaysia,"Exposure Data Integrity . Create, manage, organize and interpret data; 2.Monitor, observe and test system to determine data and/or application problems;...",Kuala Lumpur,,,,Senior Analyst-Data Integrity
8,STS - AIS,Malaysia,"Evaluate machinery condition by understanding vibration data, machine performance, operational and maintenance data and direct communication with the operator....",Kuala Lumpur,,,,Senior Engineer / Analyst
0,Lazada,Malaysia,"As the pioneer of the eCommerce ecosystem in Southeast Asia, Lazada helps more than 80,000 local and international sellers, as well as 2,500 brands, serve the...",Kuala Lumpur,103,,43.8,Senior Analyst Account Receivable
1,Graduan.com.my,Malaysia,"Operate an incident escalation frame-work, taking ownership of market data incidences and managing them to conclusion....",Kuala Lumpur,,,,Operation Analyst - Unix
2,Medtronic,Malaysia,Knowledge of big data and techniques of data mining. Handling Business Analyst Profile in a Consultancy firm....,Petaling Jaya,1274,,51.0,Sr Business Intelligence Analyst
3,Citi,Malaysia,"Specific experience in Securities related functions eg Corporate Actions/Asset Servicing, Settlement, SWIFT message & Data Maintenance, Account Opening, Custody...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Custody Operations Analyst - Assistant Manager (SFE)
4,Citi,Malaysia,"Specific experience in Securities related functions eg Corporate Actions/Asset Servicing, Settlement, SWIFT message & Data Maintenance, Account Opening, Custody...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Custody Operations Analyst - Assistant Manager
5,Comarch,Malaysia,Work closely with Comarch Data Center team to maintain services in accordance to Service Level Agreement....,Kuala Lumpur,5,,43.8,Junior System Engineer
6,AIA,Malaysia,"Forensic Analyst (GCFA). Detailed understanding of big data analytics. Hunt for threat actors’ techniques, tools and processes, which may potentially target the...",Cyberjaya,2,,60.0,Manager Measurement & Reporting CyberSecurity
7,Micro Focus,Malaysia,"Provides mentoring and guidance to analysts. Typically 6+ years of experience as a financial analyst. Leads business initiatives, typically leading analysts...",Kuala Lumpur,100,,44.4,Compliance & Pricing Analyst
8,Lazada,Malaysia,"As the pioneer of the eCommerce ecosystem in Southeast Asia, Lazada helps more than 80,000 local and international sellers, as well as 2,500 brands, serve the...",Kuala Lumpur,103,,43.8,Analyst / Senior Analyst Accounts Payable
9,Oracle,Malaysia,"Enterprise database, data warehouse and broad experience in IT systems and. Oracle is rapidly transforming itself....",Kuala Lumpur,3080,,44.4,IAAS Presales Consultant - MY
0,McKinsey & Company,Malaysia,"As one of the fastest-growing parts of the our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data...",Kuala Lumpur,293,,52.8,Client Development Manager - Panorama
1,Exxon Mobil,Malaysia,"Perform financial analysis with Global Data Warehouse to ensure data integrity. Tax, Financial, ERP, Financial Analyst, SAP, Finance, Technology....",Kuala Lumpur,1434,,51.0,ExxonMobil IT BAR Analyst (Business/Finance)
2,ExxonMobil,Malaysia,Perform financial analysis with Global Data Warehouse to ensure data integrity. Job Role Summary....,Kuala Lumpur,1434,,51.0,ExxonMobil IT BAR Analyst (Business/Finance)
3,Data Matriqs Sdn Bhd,Malaysia,"Differences across a variety of developers, analysts, and business clients. Thorough understanding of both client and web application development....",Kuala Lumpur,,,,Node JS Developer
6,,Malaysia,Client Finance Analyst | Kepong | Max RM5000. Junior Financial Analyst | Shah Alam | RM 4000 - RM 5000....,Kuala Lumpur,,,,Senior Accounts - Shah Alam / Kelana Jaya / Kepong
7,AIA,Malaysia,Help perform data migration and ensure its successful. Review & validate solution and development work delivered by System Analyst....,Cyberjaya,2,,60.0,"Manager - ABAP, SAPCOE"
8,AIA,Malaysia,"Forensic Analyst (GCFA). Detailed understanding of big data analytics. Hunt for threat actors’ techniques, tools and processes, which may potentially target the...",Cyberjaya,2,,60.0,Manager Threat Hunting
0,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Purchasing Executive
1,Avanade,Malaysia,Problem solving in identifying problems on systems with data gathering and analysis and provide technical solutions....,Kuala Lumpur,118,,43.8,"Senior Analyst, Digital Solution Development"
2,Michael Page,Malaysia,Data mining using state-of-the-art methods. Suggest new ways to look at data. The Business Data Scientist portfolio will include setting a standard in obtaining...,Kuala Lumpur,157,,42.0,Data Science / Data Analyst
3,Michael Page,Malaysia,"Data collection and validation. Due to company growth, our client is seeking 3 Data Analysts, within this key role, major responsibilities will include:....",Kuala Lumpur,157,,42.0,Data Analyst - Italian Speaking
4,BASF Asia Pacific,Malaysia,"Request the creation and maintenance of vendor master data in SAP, support Master Data Team (if applicable). Kuala Lumpur, MY, 50000....",Kuala Lumpur,2,,54.0,"Analyst, Procurement Services (Chinese Literate)"
5,Michael Page,Malaysia,"Prepares and administers various management reports, including collecting and analyzing data and producing performance dashboards....",Cyberjaya,157,,42.0,Head of Business Operations - Fortune 500 Technology MNC
6,Michael Page,Malaysia,"Write thorough reports on billing activity with clear and reliable data. Remuneration Package ranging from RM3,000 - RM4,000, depending on experience....",Kuala Lumpur,157,,42.0,Billing Analyst
8,Roche,Malaysia,"Experience with structured and unstructured data (NLP, text processing). Experience with developing with open source technologies such as Cloudera / SolR...",Kuala Lumpur,860,,52.2,FPP Sr IT Professional - Solution Architect
9,EPS Malaysia,Malaysia,"Prepare accurate HR data for travel profiles creation, modification, deletion and analyze HRi data for discrepancies....",Kuala Lumpur,,,,Online & Training Support Analyst
0,Deloitte,Malaysia,Responsible for SEA country monthly financial results and ensure completeness and data quality. Lead forecasting and planning processes including developing...,Kuala Lumpur,5329,,51.0,Financial Analyst Manager (SEA Finance)
1,GlaxoSmithKline,Malaysia,Work with the Business and Data Subject Matter Experts to define the data quality metrics & parameters for the relevant data elements....,Klang,2532,,52.2,SME P2P (Purchase to Procure)
