,company,country,description,location,review,salary,star,title
4,Ipreo,Hong Kong,"Ipreo, Private Company Solutions is revolutionizing the private markets around the world with data, transparency, great product and great service....",Hong Kong,27,,40.2,Client Success Analyst - Private Company Solutions
5,Eze Software Group,Hong Kong,"The Eze Software Investment Suite addresses the core business needs of the asset management community, including Order Management, Trade Execution & Analytics,...",Hong Kong,13,,40.2,Client Solutions Analyst
6,Dah Sing Bank 大新銀行,Hong Kong,"Data cleansing support; Good understanding of data quality improvement, data management processes and business intelligence application....",Hong Kong,,,,"Systems Analyst, Core Banking Project"
7,Prudential,Hong Kong,Lead and coach Senior Analyst Programmers and Analyst Programmers to complete assigned jobs and ensure quality day-to-day system support is provided....,Hong Kong,1367,,51.0,Systems Analyst (ES1)
8,Classy Wheeler,Hong Kong,"Prepare test plan, test cases/scripts, test environments, data and perform testing. A minimum of 6 years’ experience in IT profession with a minimum of 3 years’...",Hong Kong,,,,Systems Analyst (Insurance)
9,Oracle,Hong Kong,"Preferred Qualifications Key Objective Contribute to the profitability of Oracle Customer Services by providing technical support, business solution...",Hong Kong,3080,,44.4,Systems Analyst 3-Support
0,Mi Ming Mart,Hong Kong,"Manipulate data and prepare sales reports and presentation for management review. We are a fast-growing skincare, cosmetics and health supplements retailer in...",Hong Kong,,,,Business Analyst Assistant
1,Aptitude Asia,Hong Kong,"Financial analysis and data analysis on target companies in APAC, with a strong focus on China. Write and publish sector-specific research and insightful...",Hong Kong,,,,Credit Research Analyst (Multiple positions)
2,Tesla Motors,Hong Kong,"Maintain human resources information, auditing data, preparing reports, proposing business process improvements, and automation....",Hong Kong,609,,42.6,HR Operations Business Analyst
3,Haitong,Hong Kong,All applications will be treated in strict confidence and personal data collected will be used for recruitment purpose only....,Hong Kong,,,,Business Analyst – Application Development
4,QBE Hongkong & Shanghai Insurance Limited,Hong Kong,Strong skills in data analysis and reporting. Perform data checking and identify issues needing review....,Hong Kong,,,,Policy Administration Analyst (Fresh graduates are welcome)
6,Equinix Hong Kong Ltd,Hong Kong,Perform monthly process for billing data and unbilled data using revenue management tool (i.e. RevPro) to recognize revenue and perform data validation...,"Jordan, Kowloon",99,,44.4,Revenue Analyst
8,PEOBASE Limited,Hong Kong,"Interest in data management, data analysis and business intelligence. Design, development and maintenance of Data Management Solution for Analytics, including...",Hong Kong,,,,Analyst - BI / Data Analysis
0,Computer Recruitment Consultants Limited,Hong Kong,"Candidate with more experience will be considered as Senior Data Analyst. Conduct analysis on collected data, and report insightful findings to internal...",Hong Kong,,,,Data Analyst
1,Huxley,Hong Kong,"2 years or above of working experience on data analysis, data research, data modelling, big data or business intelligence related areas....",Hong Kong,6,,43.2,Data Warehouse Analyst
2,Huxley IT,Hong Kong,"2 years or above of working experience on data analysis, data research, data modelling, big data or business intelligence related areas....",Hong Kong,,,,Data Warehouse Analyst
3,Moody's Investors Service,Hong Kong,"Guide AA in data preparation and research support. Analyzing quantitative and qualitative data for companies, broader industry sectors and bond markets....",Hong Kong,42,,42.6,Analyst (Greater China Research)
4,China Taiping Life Insurance (Hong Kong) Company L...,Hong Kong,Information supplied will be treated in strict confidence and used in accordance with the Personal Data (Privacy) Ordinance....,Hong Kong,,,,Business Analyst
5,Aspire,Hong Kong,"Knowledge on statistics modelling and data mining, strong analytical mindset with solid problem-solving skills and ability to analyse complex data....",Hong Kong,3,,60.0,Big Data Analyst - Listed Conglomerate
7,AIG,Hong Kong,"Experience with consolidating data and developing reporting metrics. Collaborate with Finance, Marketing, and Reserving and with data analytics function to...",Hong Kong,2126,,43.8,"Senior Analyst, Pricing and Portfolio Management"
8,VF Corporation,Hong Kong,Analyse credit data. Partner with the Brand Finance to provide financial support and guidance....,"Kwun Tong, Kowloon",506,,43.8,Credit Analyst
0,Michael Page,Hong Kong,"Knowledge in data management and governance is a plus. In order to deal with their expansion within the region, they are currently looking for a Business...",Hong Kong,157,,42.0,Business Analyst (Data Projects;Permanent) - Banking Sector
1,ClearGO e-Business Consultancy Limited,Hong Kong,Review and analyze data to prepare Data Mappings and handle Data Migration/Integration; All personal data collected will be used for consideration of employment...,Hong Kong,,,,Business Analyst /Consultant
2,TNT EXPRESS WORLDWIDE (HK)LTD,Hong Kong,Data supplied by applicants will be kept for 6 months. Analyse linehaul costing and provide update market rate to support on cost spending and justified with...,"Islands, New Territories",1840,,43.8,Linehaul Analyst
4,Haiyin Wealth Management Holdings (Hong Kong) Limi...,Hong Kong,"Collect complete research information, perform analysis on the data, properly file all relevant information. Conduct fundamental analysis in investment projects...",Hong Kong,,,,Investment Analyst
5,AS Watson Careers,Hong Kong,Candidates with less experience will be considered as Business Analyst. All personal data of unsuccessful applicants will be destroyed within 12 months from the...,"Fo Tan, New Territories",,,,Senior Business Analyst - Big Data
8,ProJobs21,Hong Kong,Business Analyst (Asia Data Quality). 5 years related experience in data quality management. Our client is a luxury group now recruiting a Business Analyst to...,Hong Kong,,,,Business Analyst (Asia Data Quality)
0,World First,Hong Kong,Personal data collected will be used for recruitment purposes only. Be involved early in setting your team’s quality requirements....,"Causeway Bay, Hong Kong Island",4,,43.8,Testing and QA Analyst
2,GCA Professional Services Group,Hong Kong,Senior Analyst – Mineral & Energy Advisory. Supervise site activities such as data verification programs....,Hong Kong,,,,Senior Analyst - Mineral & Energy Advisory
3,Wells Fargo,Hong Kong,"Proficient knowledge in configuration of storage layouts, data replication including design, configuration and implementation, and disaster recovery...",Hong Kong,19490,,43.8,Operation Systems Analyst (SAN)
5,Reed Business Information,Hong Kong,Senior Analyst / Aviation Analyst - FlightGlobal - Hong Kong. SENIOR ANALYST/AVIATION ANALYST – ADVISORY....,Hong Kong,37,,43.2,Senior Analyst / Aviation Analyst - FlightGlobal - Hong Kong
6,Classy Wheeler,Hong Kong,Perform data extraction and lead generation. Minimum 3 years’ experience in data extraction. A leading telecommunications company in Hong Kong....,Hong Kong,,,,Senior Market Analyst
7,Brand Loyalty Group,Hong Kong,Working closely with retailers to extract large data sets from multiple data sources according to a pre agreed format and data structure....,Hong Kong,,,,Senior CBI Analyst Hong Kong
8,GN Netcom,Hong Kong,Verification of E&O data. Correction of faulty E&O data (either internal correction or contacting supplier for updated data)....,Hong Kong,3,,40.8,"Senior E&O Analyst - Hong Kong - JABRA, Hong Kong"
9,Marsh,Hong Kong,"Personal data collected will be used for recruitment purpose only. We are currently seeking a Wealth analyst, to join our growing team addressing the financial...",Hong Kong,139,,43.2,"Senior Analyst, Wealth, Hong Kong"
0,GreySpark Partners,Hong Kong,"We are currently looking for a Regulatory Business Analyst to join our continuously growing team. Experience in implementation of systems, data and processes...",Hong Kong,,,,Capital Markets Regulatory Business Analyst (Hong Kong)
1,Page Personnel,Hong Kong,"Drive data tracking and evaluation of digital channels, provide recommendations for UX/ UI improvements. Collect and analyse data from different platforms...",New Territories,85,,39.0,Digital Data Analyst (Web/ App/ Google Analytics) - up to 35k
2,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. Experience of handling data and analysis. Handle and conduct analysis based on Financial & Operational Data with...,Kowloon,85,,39.0,Project Data Analyst - MNC
3,DHL Express (HK) Limited,Hong Kong,You have the right at any time to make a data access or correction request concerning your personal data held by us....,Hong Kong,7552,,44.4,Service Quality Analyst
4,McDonald's,Hong Kong,Personal data collected will be kept and handled confidentially by authorized personnel for recruitment purposes only....,Hong Kong,96718,,42.6,Senior Financial Analyst/ Financial Analyst
5,Bloomberg,Hong Kong,You will be expected to handle a variety of issues data contributors and data consumers might be facing. Work with a global team of motivated data analysts and...,Hong Kong,534,,44.4,"Data Contributions - Project Manager, Hong Kong"
6,Hays,Hong Kong,"Performing quality control, error rate monitoring and data error correction for continuous data quality management, you measure and manage data value & risk...",Hong Kong,465,,42.6,Data Quality Analyst - Banking
7,Moody's Investors Service,Hong Kong,"Support lead analyst by preparing research publications, rating committee presentations and client presentations....",Hong Kong,42,,42.6,"Associate Analyst 3, Banking"
8,Ambition,Hong Kong,"AVP, Database marketing/ CRM/ Data Analyst. Data provided is for recruitment purposes only. Minimum 5 years' experience in business intelligence, data analytics...",Hong Kong,7,,51.0,"AVP, Database marketing/ CRM/ Data Analyst"
9,Macquarie Group Limited,Hong Kong,"Trouble-shooting analyst models. Knowledge of Reuters Data Stream, Factset. Be familiar with Thomson Reuters and preferably some understanding of data sources...",Hong Kong,30,,52.2,"Research Associate, Asian Equity Strategy - Hong Kong"
0,Deutsche Bank,Hong Kong,"Responsible for comprehensive Know Your Client, New Account Opening, Static Data Analysis and Services and Data Management solutions within relevant systems for...",Hong Kong,1735,,51.0,COO - Wealth Operations - KYC Account Documentation Analyst - Band 6
1,Verizon,Hong Kong,Maintain and improve the quality of APAC Sales segmentation data Prepare ad-hoc analysis / presentations to management as required Work with internal...,Hong Kong,15465,,44.4,"Finance Business Analyst, Hong Kong"
2,AIG,Hong Kong,"Good SQL, Excel and data analytical skill,. Candidates with less experience will be considered as Business Analyst....",Hong Kong,2126,,43.8,Senior Business Analyst
3,Swiss Re,Hong Kong,"""Thinks Customers"" and good project management skills to execute across a variety of marketing/ data projects. We are looking for a Sales Initiative Analyst, in...",Hong Kong,67,,51.0,Sales Initiatives Analyst
4,Goldenway Investments Holdings Limited,Hong Kong,"Collected personal data is used for recruitment purpose only Full-time,Permanent. Our Group is a fast growing financial services corporation, which offers a...",Hong Kong,,,,Business Analyst
5,Prince Jewellery & Watch Company Limited,Hong Kong,"Exposure in Data visualization tools is advantageous (Business Objects, Cognos, Tableau, QlikView / QlikSense, SAS, SSRS)....",Hong Kong,,,,Business Analyst
6,Hutchison Telecommunications (Hong Kong) Limited,Hong Kong,"Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available...",Hong Kong,,,,Business Analyst
7,hexTronik Limited,Hong Kong,All personal data collected will be treated in strict confidence and used solely for recruitment purpose. HobbyKing.com is a privately held B2C high tech e...,Hong Kong,,,,Business Analyst
8,Bonjour Cosmetic Wholesale Center Limited,Hong Kong,Personal data provided by job applicants will be used strictly in accordance with the employer personal data policies....,Hong Kong,,,,Business Analyst
9,eCargo Enterprise Limited,Hong Kong,Personal data collected will be used for recruitment purposes only and kept confidential. ECargo Enterprise Limited is a Hong Kong and China-based eCommerce...,Hong Kong,,,,Business Analyst
0,Emperor Watch & Jewellery (HK) Company Limited,Hong Kong,"Analyze business processes, document workflows data flow. Degree Holder with minimum 3 or above years of experience working as a business consultant, business...",Hong Kong,,,,Business Analyst
2,Sino HK Capital Ltd,Hong Kong,Candidates with less experiences will be considered for the analyst position. All personal data collected will be treated strictly confidential and used for...,Hong Kong,,,,"Associate/Analyst, M&A"
3,Analytic Partners,Hong Kong,"Data Processing and Model Development. Experience with data visualization tools such as Tableau, Spotfire, etc....","Central, Hong Kong Island",2,,42.0,Senior Marketing Science Analyst
4,Morgan McKinley,Hong Kong,"Knowledge of data mining, is highly preferred. Ability to work independently and maintain high quality of data accuracy....",Hong Kong,10,,42.0,Business Analyst (Digital/Data) - Financial Services
5,HK Electric Investments,Hong Kong,"Personal data provided by job applicants will be treated in strictest confidence and. Reporting to the System Manager, the appointee will perform the following...","Ap Lei Chau, Hong Kong Island",,,,Application Analyst
7,Mandurah Consultancy,Hong Kong,"Design, develop and maintain Enterprise Data Warehouse. Perform analysis, data modeling, data and visualization preparation with high-level business concepts as...",Hong Kong,,,,Business Analyst (Data Warehouse)
8,Bravo Personnel Consultancy Limited,Hong Kong,"Data management, data profiling, quality assessment experience essential. Complete data dictionary, data quality controls and tests to enable Solvency II...","Wan Chai, Hong Kong Island",,,,"Analyst, Data Quality (25K)"
9,"The Hongkong Electric Co., Ltd.",Hong Kong,Personal data provided by job applicants will be treated in strictest confidence and used only for recruitment-related purposes in accordance with the laws and...,Hong Kong,,,,Application Analyst (Ref: IT-ES-AA-CT)
0,Citi,Hong Kong,"Able to navigate vast amount of complex data effectively via Excel. HK,Hong Kong,Hong Kong....",Hong Kong,11052,,44.4,APAC - Hong Kong / Singapore - Regional Finance - FP&A Lead Analyst (VP)
2,AIA,Hong Kong,"Ability to analyze data and interpret information. At least 10 years’ relevant work experience as business analyst, process re-engineering, or project...",Hong Kong,2,,60.0,"Manager, Business Analysis - Corporate Solutions (2-year contract)"
4,Société Générale,Hong Kong,"Ability to analyze, structure, and perform controls on data exhaustiveness. However interrogation of the data will involve working closely with other...",Hong Kong,1153,,44.4,Operations Regulatory Reporting Analyst
5,CHINA TELECOM GLOBAL LIMITED,Hong Kong,Personal data collected would be used for recruitment purpose only. China Telecom Global Limited (CTG) is the wholly owned international business subsidiary of...,Hong Kong,,,,Pricing Analyst
9,DBS Bank,Hong Kong,Handle staff onboarding activities including document handling and data record. DBS....,Hong Kong,220,,44.4,"Analyst, Human Resources Shared Services (1 Year Contract)"
0,KGI Hong Kong Limited,Hong Kong,(Personal data collected will be used for recruitment purpose only). Handle Treasury daily operations....,Hong Kong,,,,Treasury Analyst / Associate (Ref: TA201709)
1,BOC International,Hong Kong,(The personal data provided will be used for consideration of recruitment only. This incumbent is reporting to Director of General Administration function....,Hong Kong,4,,51.0,"Analyst, Administration Division"
2,ProJobs21,Hong Kong,"Passionate in translating data into integrated insights to help business understand consumer voices and market dynamics, as well as to bridge the knowledge gap...",Hong Kong,,,,"Regional Analyst, Market Intelligence (Global Luxury Brand)"
3,FWD Life Insurance Company (Bermuda) Limited,Hong Kong,"Perform UAT on the functional requirements based on set test plan Prepare documentation on test cases and results Perform testing on multiple devices (mobile,...",Hong Kong,,,,"Assistant QA Analyst, Digital Commerce (Contract)"
5,Michael Page,Hong Kong,"Support the system migration project such as data cleaning, data allocation, data transformation. Data reporting such as information analysis, performance...",Kowloon,157,,42.0,Data Specialist (Contract)
6,Southwest Securities (HK) Capital Limited,Hong Kong,Data collected will be used for recruitment purpose only. We are a subsidiary of Southwest Securities International Securities Limited (Stock Code:....,Hong Kong,,,,Rating Analyst
7,QBE Hongkong & Shanghai Insurance Limited,Hong Kong,Ability to analyse data and use for decision making. All data collected will be treated in strict confidentiality and used for recruitment purpose only....,Hong Kong,,,,"Actuarial Analyst, Asia Pacific"
8,ELM Computer Technologies Limited,Hong Kong,"All personal data supplied will be destroyed within six months after the selection process. Recognized by Mediazone as the ""Most Innovative IT Company of the...",Hong Kong,,,,Analyst Programmer-ESD201-CT (5-day week)
9,Automated Systems (HK) Ltd,Hong Kong,All personal data supplied will be destroyed within six months after the selection process. Automated Systems (HK) Ltd....,Hong Kong,,,,Helpdesk Analyst – EUWS06 – CT
0,Pricerite Home Limited,Hong Kong,Interpret statistical data and prepare presentations and reports to support merchandising and category management decision....,Hong Kong,,,,Merchandising Analyst
1,Cargo Services Far East Ltd,Hong Kong,"Personal data collected will be used for recruitment purposes only and kept confidential. The Process Analyst is to assist in the development, implementation...",Hong Kong,,,,Process Analyst
3,Michael Page,Hong Kong,"Strong of market data and financial data systems e.g. Reuters, Bloomberg etc. IT Data Analysis Industry:....",Hong Kong,157,,42.0,Data QA Analyst - Financial Services Firm
4,NIKOYO (HK) LTD,Hong Kong,At least one year experience as Business Analyst. All personal data of unsuccessful candidates will be destroyed after 6 months....,Hong Kong,,,,Business Analyst (Operation Management)
5,Huatai Financial Holdings (Hong Kong) Limited,Hong Kong,Responsible for client review to ensure client data can be maintained actively. Handle client onboarding in a professional manner to compliant with relevant...,Hong Kong,,,,"Analyst / Associate, Retail - Customer Services"
6,Hutchison Telecommunications (Hong Kong) Limited,Hong Kong,"Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available...",Hong Kong,,,,Financial Analyst
8,Hillman Ross,Hong Kong,"Build and evaluate data models using statistical, algorithmic, mining, visualization, and data wrangling techniques for the purpose of data discovery & analysis...",Hong Kong,,,,Data Scientist
9,KGI Hong Kong Limited,Hong Kong,"(Personal data collected will be used for recruitment purpose only). Process day-to-day operational activities like trade processing, trade settlement,...",Hong Kong,,,,"Analyst, Operations"
0,Hong Kong Exchange,Hong Kong,"Business Analyst/ Intelligence. Personal data provided will only be used for the purpose of employment application to HKEX. Associate, Group Strategy (....",Hong Kong,,,,"Associate, Group Strategy"
1,Excellent Management Limited,Hong Kong,Personal data collected will be used for recruitment purpose only. Excellent Management Limited (創博資訊科技有限公司) is one of the leading travel solution providers in...,Hong Kong,,,,Product Officer / Product Analyst
2,S&P Global Ratings,Hong Kong,"Director – Lead Analyst:. As a Director and Lead Analyst, you will analyze a portfolio of assigned entities as well as complex situations, data, and information...",Hong Kong,11,,40.8,"Director/Lead Analyst, Infrastructure Ratings Greater China"
3,Crystal Group,Hong Kong,"Proficiency in MS Excel and PowerPoint, experience in data science toolkits and query languages, such as R, Python and SQL will be an asset....",Hong Kong,6,,43.2,Business Analyst (FP&A)
4,HONG KONG ECONOMIC TIMES GROUP,Hong Kong,"Personal data provided by job applicants will be used strictly in accordance with our Personal Data Policy, a copy of which will be provided immediately upon...",Hong Kong,,,,Business Analyst (Ref: BA-IET-HKET)
5,Classy Wheeler,Hong Kong,"Support and assist in data warehouse, business intelligence and data analysis. Provide business intelligence reports, data analysis and data warehouse support...","Quarry Bay, Hong Kong Island",,,,Senior Business Analyst (Luxury Retail)
6,AS Watson Careers,Hong Kong,Generate insights from various data sources such as customer data and market data in driving business growth....,"Fo Tan, New Territories",,,,Senior CRM Analyst
8,DFS Group L.P.,Hong Kong,"Experience in data modelling and process mapping. Product Owners, Data stewards and Business Analysts (Stores, Merchandising, Supply Chain, CRM and Digital) as...",Hong Kong,3,,43.2,"Senior Manager, Front-Office Business Intelligence"
9,Classy Wheeler,Hong Kong,"Ideal candidates will be comfortable understanding social media campaigns and supporting bugs and invoicing, have an appetite for research and gathering data...","Quarry Bay, Hong Kong Island",,,,Client Support Analyst (Social Media Company)
0,BNP Paribas Personal Finance,Hong Kong,To perform positive mortgage data checking on mortgage applications. Keep good records of all critical data relating to each credit file....,Hong Kong,40,,52.2,WM - Senior Credit Analyst
1,AS Watson Careers,Hong Kong,Candidates with less expereince would be condiered as Financial Analyst. All personal data of unsuccessful applicants will be destroyed within 12 months from...,"Fo Tan, New Territories",,,,Senior Financial Analyst – eCommerce & CAPEX
2,AS Watson Careers,Hong Kong,"All personal data of unsuccessful applicants will be destroyed within 12 months from the date of application. With the aim of coping with fast expansion, we are...","Fo Tan, New Territories",,,,Senior Financial Analyst – E-Commerce & CAPEX
3,CBRE,Hong Kong,Strong Excel skills and experience with data a plus. We have an opportunity for an Analyst within APAC Client Care....,Hong Kong Island,1667,,44.4,"Analyst, APAC Client Care"
4,Cargo Services Far East Ltd,Hong Kong,At least 3 years work experience in business/system analyst role. Candidate with less experience will be considered as Associate Business Analyst....,Hong Kong,,,,IT Business Analyst
5,A. R. Medicom Inc. (Asia) Limited,Hong Kong,Design and maintain data warehouse. Create SAP ABAP programs for data extraction. Would be considered as Associate IT Business Analyst....,Hong Kong,,,,IT Business Analyst
6,ABC International Holdings Limited,Hong Kong,Support on Market Data Products incl. ABC International Holdings Limited (農銀國際控股有限公司) is a subsidiary of Agricultural Bank of China Limited....,Hong Kong,,,,Analyst - IT
7,ProMax HR Solutions Limited,Hong Kong,"Responsible for developing and enhancing various Business Systems including BI applications, data warehouse system, ETL processes and interfaces with source...",Hong Kong,,,,Business Analyst / Business Intelligence/ IT Officer
8,Moody's Investors Service,Hong Kong,Analyzing quantitative and qualitative data for companies and broader industry sectors. The individual will be responsible for a portfolio of Chinese companies...,Hong Kong,42,,42.6,VP - Senior Analyst (Greater China Credit Research)
9,emarsys eMarketing Systems,Hong Kong,Focus on data mining to find out missing opportunities. Candidates with less experience would be considered for SENIOR COMMERCIAL OPERATIONS ANALYST....,Hong Kong,,,,Commercial Operations Manager
0,Jardine Aviation Services,Hong Kong,All personal data of unsuccessful candidates will be destroyed after 6 months. To assist Finance Director / Manager in reviewing and improving operational...,Hong Kong,,,,Finance Analyst
1,VF Corporation,Hong Kong,Consolidate data points and prepare relevant slices of data to divisional partners for analysis and commentary....,"Kowloon Bay, Kowloon",506,,43.8,"Analyst, Operations Finance"
2,Mercer,Hong Kong,"Investment Analyst, Wealth, Hong Kong. Liaise with asset managers to obtain and clarify performance data. We are currently seeking a Wealth analyst, to join our...",Hong Kong,801,,42.6,"Investment Analyst, Wealth, Hong Kong"
4,TTM Technologies China Limited (a member of TTM Te...,Hong Kong,"All personal data provided will be used for consideration of your job application only. 2+ years experience in IT, including experience as an analyst, system...",Hong Kong,,,,Database Administrator
5,BOC International,Hong Kong,(The personal data provided will be used for consideration of recruitment only. Assist in the bank’s treasury with particular focus in liquidity and asset...,Hong Kong,4,,51.0,"Analyst, Treasury Control"
6,Welend Limited,Hong Kong,Experienced in data mining techniques (SQL / SAS) and analysis. Improve forecasting accuracy and drive business improvement by analysing large data sets....,Hong Kong,,,,Financial Analyst / Business Analyst
7,The Coffee Academics,Hong Kong,Personal data collected will be used for recruitment purpose only Full-time. We are a leader of specialty coffee in Hong Kong and Asia....,Hong Kong,,,,Financial / Business Analyst
8,NeoMas Professional Services,Hong Kong,"Demonstrated knowledge of data structure, data systems/tools and related software and data management policies....",Hong Kong,,,,Business Intelligence Analyst (CRM)
0,Ambition,Hong Kong,Assistant Business Analyst- Pricing. Strong data mining & project management skills. They are looking for a results-driven individual to join their Finance Team...,Kowloon,7,,51.0,Assistant Business Analyst- Pricing
1,Lam Soon (HK)Ltd,Hong Kong,(Data collected will be treated in strict confidence and only be used for recruitment purpose in accordance with the Lam Soon Hong Kong Group Policy on Personal...,"Tai Po, New Territories",,,,Human Resources Officer /Analyst
2,BGC Capital Markets (Hong Kong) Limited,Hong Kong,"All data collected will be treated strictly confidential and used for recruitment purpose only. Provide L1 & L2 application support to BGC, GFI and other group...",Hong Kong,,,,Production Support Analyst
3,Macroview Telecom Limited,Hong Kong,"Good analytical skills with knowledge in Business Intelligence, Data Mining and Big Data Analysis. 3-5 years working experience in application system...",Hong Kong,,,,Associate Business Analyst (ERP / Business Intelligence)
5,Bank of China (Hong Kong),Hong Kong,"Strong business analysis background, at least 3 years solid working experience as business analyst in system implementation projects in banking or finance...",Hong Kong,,,,Operation Manager ( Business Analyst )
7,Guotai Junan International Holdings Limited,Hong Kong,"Those with lesser experience will be considered for the position of Associate or Analyst; Guotai Junan International Holdings, a well established and reputable...",Hong Kong,,,,"AVP/ Associate / Analyst, Corporate Finance"
0,CreditEase,Hong Kong,Personal data held by the Company relating to employment applications will be used purely for selection process;...,Hong Kong,4,,54.0,"Senior Analyst, Capital Market"
1,中国国际金融股份有限公司,Hong Kong,Strong quantitative skill and capable to use Bloomberg to conduct data analysis. CICC Wealth Management(WM) provides our high net-worth clients with a broad...,Hong Kong,,,,Senior Capital Analyst
2,SapientRazorfish,Hong Kong,"Integration between systems, Cloud infrastructure sizing (AWS) and data communication protocols will also be a key portion of the work required....",Hong Kong,7,,51.6,"Senior Associate, Technology Architect"
3,HSBC,Hong Kong,"Senior Technical Analyst. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is...","Tai Kok Tsui, Kowloon",8322,,51.0,Senior Technical Analyst - Global Software Delivery
4,Aspire,Hong Kong,"Create self-serve data tools to tackle local questions at scale. 3+ years of experience performing data analysis, modelling and develop algorithms....",Hong Kong,3,,60.0,Senior Data Customer Insight Analyst - Luxury multi-brands
5,Chow Sang Sang Holdings International Limited,Hong Kong,(Personal data will be used by Chow Sang Sang (CSS) for recruitment only. We are a publicly listed company with diversified businesses in jewellery shops...,Hong Kong,,,,Business Analyst Trainee
6,Job Station,Hong Kong,"Proven ability in data manipulation. To handle routine data extraction, mapping and reporting. To prepare regular sales / product performance, KPI and cost...",Hong Kong,,,,Assistant Business Analyst (Fixed and Enterprise)
7,Mercer,Hong Kong,"Benefits Analyst, Broking Team, Health, Hong Kong. Personal data collected will be used for recruitment purpose only....",Hong Kong,801,,42.6,"Benefits Analyst, Broking Team, Health, Hong Kong"
8,WHub,Hong Kong,"3-10 years experience working as a Business Analyst, developer or BI role. In a fast-growing context, Sedona has opened a brand-new Business Center in 2017 in...",Hong Kong,,,,Others - Business Intelligence Consultant
9,VF Corporation,Hong Kong,Support existing BI reports – debug and resolve data processing job problems and data errors. Collaborate with other GBT teams for data integration with other...,"Kowloon Tong, Kowloon",506,,43.8,"System Analyst, Business Intelligence Systems"
0,AXA General Insurance,Hong Kong,"The Forecasting & Scheduling analyst in developing forecasting models to. Workforce Manager, Call Centre....",Hong Kong,578,,44.4,"Workforce Manager, Call Centre"
1,Willis Towers Watson,Hong Kong,"Strong analytical skills, being able to accurately identify patterns / errors within numerical data sets....",Hong Kong,455,,44.4,Project Coordinator
2,JP Morgan Chase,Hong Kong,"The Business Analyst / Associate must be able to:. Analyzing data, processes, team organization and supporting applications to identify weaknesses, gaps, risks...",Hong Kong,14825,,44.4,Asset Management – EMAP Equity Business Manager - Analyst/Associate
3,Intercontinental Exchange,Hong Kong,Data marketing and/or Exchange preferred plus. REQUIRED EXPERIENCE & CAPABILITIES....,Hong Kong,41,,42.6,Marketing Manager - APAC
4,Manulife Financial,Hong Kong, Data Security. The Network Security Analyst will also be responsible to support systems off-hours in case of an incident / problem or a change that requires...,"Kwun Tong, Kowloon",290,,51.0,Security Operations Analyst
5,PwC,Hong Kong,"The team is a mix of data science, engineering and other professionals and expects everyone involved to fix problems and address challenges of every kind....",Hong Kong,4488,,51.0,Developer (Blockchain) - Ventures - One Firm Services - Hong Kong
8,Gap Inc. Corporate,Hong Kong,Act as the data architect to comprehend and converse confidently on the data integration points across multiple applications at the enterprise and sourcing...,Hong Kong,5227,,44.4,"Manager, IT Applications and Reporting, Business Applications"
0,Morgan McKinley,Hong Kong,"3-5 years of experience working as a business analyst with solid knowledge and hands-on experience in ERP operations, warehouse applications and/or data mining....",Hong Kong,10,,42.0,ERP Business Analyst - Contract to Perm - Western MNC
1,Hutchison Telecommunications (Hong Kong) Limited,Hong Kong,"Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available...",Hong Kong,,,,Credit Analyst
2,Page Personnel,Hong Kong,Conduct data checking and validation to ensure the accuracy of the information. Compare and analyze the data generated and prepare reports and presentation on...,Hong Kong,85,,39.0,"Junior/ SeniorC&B Analyst - Consulting firm, up to 35k"
3,Carrier Hong Kong Limited,Hong Kong,"Strong skills in data consolidation, Excel, PowerPoint required. Personal data provided in your application will be kept in the strictest confidence....",Hong Kong,,,,Senior Financial Analyst / Financial Analyst (Ref: CT/CHK/SFA)
4,Hong Kong Exchange,Hong Kong,"Business Analyst/ Intelligence. Conduct data mining and analysis of project and portfolio data, to facilitate, support and influence senior management’s...",Hong Kong,,,,Associate – Project Portfolio Management
5,JAC International,Hong Kong,Data collected would be used for recruitment purposes only. Candidates who do not hear from us within 8 weeks may consider their application unsuccessful and...,Hong Kong,,,,Well-known Chinese Firm IBD--Corporate Finance Analyst to SVP
6,The Hong Kong Jockey Club,Hong Kong,Candidate with less experience will be considered as Senior Anti-Money Laundering Analyst/ Anti-Money Laundering Analyst....,"Happy Valley, Hong Kong Island",7,,42.6,Anti-Money Laundering Risk Support Manager
7,Deloitte,Hong Kong,"At lease 5 years of hands-on experience in SAP ABAP development, BAPI, BADI, user exist, smart forms, SAPScript and data migration tools. About Deloitte China....","Southern, Hong Kong Island",5330,,51.0,Systems Analyst - Information Technology Services - Hong Kong
8,ITCS Group,Hong Kong,Data Sanitation Process. Writing up process that either may not be documented or may not even exist....,Hong Kong,,,,Senior Manager - Security Business Analyst (Investment Bank)
9,China Merchants Securities International Company L...,Hong Kong,"Personal data provided will be used by us for recruitment and related purposes, which is strictly in accordance with the Personal Data (Privacy) Ordinance (Cap....",Hong Kong,,,,"Analyst, Risk Management Division"
2,Dealogic,Hong Kong,"Execute other special projects (for example, working to enhance and clean investor data). “We can only accept applications from candidates who already have the...",Hong Kong,23,,32.4,Relationship Associate - ECM
