,company,country,description,location,review,salary,star,title
4,PT. Wmotion Digitalindo Teknologi,Indonesia,"AX User Tools , MorphX, X++ Editor / Debugger, Experience in Data migration, MSSQL Server, SSRS. Bachelor’s Degree from Information Technology, Industrial...",Jakarta,,,,Technical Dynamics AX (ERP) Consultant
0,Dekoruma,Indonesia,"Platform Engineer (Fulltime / Internship):. Front End Engineer (Fulltime / Internship):. Now, we're looking to assemble a fantastically strong engineering team...",Jakarta,,,,Software Engineer (Platform / Product / Frontend)
1,PT. Bali Towerindo Sentra Tbk,Indonesia,"Provides historical records by maintaining the update data from surveyor. Majoring of Telecommunications, Wireless or Electronics Engineering or Equivalent....",Jakarta,,,,Radio Frekuensi (RF) Engineer
2,PT Sepuluh Sumber Anugerah (Old PT. Inwha Indonesi...,Indonesia,Create and maintain a project's budget and schedule.Perform project monitoring and data collection.Analyze progress reported against the work schedules...,Jakarta,,,,Project Control (Jakarta)
4,PT. Tokopedia,Indonesia,Able to do research market data and doing A/B Testing. Able to communicate the ideas to designer and engineer. User experience is about feelings....,Jakarta,,,,UX Designer
5,MedicTrust,Indonesia,"JSON/XML data structure. In Engineering, computer science from reputable local or overseas university. We....",Jakarta,,,,Frond End Developer
6,Sociolla,Indonesia,"Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent....",Jakarta,,,,Back-End Developer
7,PT Max Interactive Technologies,Indonesia,"Work with front end engineer to settle actual product issues. Experience working with a multitude of data stores such as MYSQL, MongoDB, Redis....",Jakarta,,,,Fullstack Developer Engineer
0,PT Arisma Data Setia,Indonesia,Tugas dan Tanggung Jawab: Melakukan survey dan supervisi OSP dilokasi project. Mampu membuat design dan gambar jaringan FTTH dan IKR. Melakukan implementasi...,Jakarta,,,,OSP Supervisi
1,Pefindo Biro Kredit,Indonesia,"Manage, monitoring, and securing Data Center and Secure Area; Job Requirement for IT Security Operation & Policy (2 Position)*....",Jakarta,,,,IT Security Operation & Policy
2,PT. Pefindo Biro Kredit,Indonesia,"Manage, monitoring, and securing Data Center and Secure Area; Job Requirement for IT Security Operation*....",Jakarta,,,,IT Security Operation
3,PT. Akasha Wira International Tbk,Indonesia,"Knowledgeable of qualitative data processing. Majoring in Chemistry, Engineering (Chemical), Mathematics, Science & Technology, Food Technology/Nutrition...",Jakarta,,,,R&D Sensory Analyst
4,PT. Daikin Airconditioning Indonesia,Indonesia,Melakukan design dan estimasi HVAC.Melakukan presentasi.Melaksanakan proses perhitungan beban panas ruangan dengan secara manual maupun dengan software...,Jakarta,,,,Engineer & Technical Support
5,PT. Nipsea Paint and Chemicals,Indonesia,"Majoring in Engineering (Chemical), Engineering (Industrial), Engineering (Mechanical) or equivalent. Resolves personnel problems by analyzing data;...",Jakarta,,,,Production Staff
6,Brainworx,Indonesia,"S1/ Undergraduate degree in Engineering (any discipline), Math, Accounting. We are looking for a someone with an amazing execution abilities, great operation...",Jakarta,,,,Sr. Manager Operation
7,PT. Jasa Teknologi Informasi IBM,Indonesia,"Majoring in Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent....",Jakarta,,,,ID Administrator
8,greytomato,Indonesia,"Implementation of security and data protection. Write high-quality, clean, maintainable code using engineering best practices (unit testing, source control,...",Jakarta,,,,Web Developer
9,PT Arisma Data Setia,Indonesia,Majoring of Mechanical Engineering. Good knowledge about finite element analysis....,Jakarta,,,,Technical CAD & CAE
0,PT Catur Sentosa Berhasil,Indonesia,"Diutamakan jurusan Teknik / Arsitektur / Design Product.Memiliki pengalaman di retail furniture (design furniture).Mampu membuat design furniture, design...",Jakarta,,,,Product Development Staff (Furniture)
1,PT. Indobara Bahana,Indonesia,Office and AutoCAD.Proven competency and experience in Project Engineering/ Construction and Professional Engineer certification would be an advantage.Fluent in...,Jakarta,,,,Mechanical (code: ME)
2,PT. EUREKA PRIMA JAKARTA,Indonesia,Memiliki pengalaman sebagai Project Control.Lebih diutamakan dari jurusan Teknik Sipil.Mempunyai keahlian dalam menggunakan Ms....,Jakarta,,,,Project Control
3,PT. Rohto Laboratories Indonesia,Indonesia,"Majoring in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent....",Jakarta,,,,IT Manager/Assistant Manager
4,Biomorf,Indonesia,S1 Information Engineering. Familiarity with network-based data sharing standards. Strong relational data modeling skills and database development....,Jakarta,,,,Software Developer
6,PT. Wira Cipta Sejahtera (Recruitment Firm),Indonesia,Mendukung manajemen konfigurasi dan melaksanakan konfigurasi perubahan data untuk sumber jaringan. Diploma Maximum Age:....,Jakarta,,,,NOC Surveillance Engineer
7,PT. Bali Towerindo Sentra Tbk,Indonesia,Majoring in Engineering (Electrical/ Electronic) or equivalent.Having experience in the related field is required for this position.Have experience in project...,Jakarta,,,,ATP HO (Acceptance Test Protocol Hand Over) Staff
8,Asuransi umum BCA,Indonesia,Terbiasa dengan analisa data. Diutamakan dari jurusan Teknik Otomotif. Degree Maximum Age:....,Jakarta,,,,Adjuster Klaim
9,Nusatrip,Indonesia,"Develop, document and maintain functional test cases and other test artefacts like the test data, data validation, harness scripts and automated scripts....",Jakarta,,,,QA Web Software Engineer
0,Bunda Mulia Alumni & Career Center,Indonesia,"Dara-driven = Solid understanding of basic data structure. Learn Smarter, Grow Faster and Become a 10x Engineer....",Jakarta,,,,Full-Time Lowongan Kerja PT. Karir Komunika Pratama (karir.com)
1,Bunda Mulia Alumni & Career Center,Indonesia,Implementation of security and data protection. Design and implementation of data storage solutions. Degree in computer science/ computer engineering or...,Jakarta,,,,Full-Time Lowongan Kerja PT. Quantum Inventions Indonesia
2,PT. Indobara Bahana,Indonesia,Office and AutoCAD.Proven competency and experience in Project Engineering/ Construction and Professional Engineer certification would be an advantage.Fluent in...,Jakarta,,,,Technical Engineering (code: TE)
3,Citifin Multifinance Syariah,Indonesia,Diutamakan dari jurusan Teknik Komputer / Teknik Informatika / Sistem Informatika. Menguasai program data base :. Diploma Maximum Age:....,Jakarta,,,,Staff IT
4,PT Griya Miesejati,Indonesia,"Diutamakan dari jurusan Sistem Informatika / Teknik Informatika. Menguasai konsep dasar mengenai jaringan seperti topologi, protokol-protokol komunikasi,...",Jakarta,,,,IT Infrastruktur & Network Staff
8,PT. LinkIT360,Indonesia,"Managed and Lead IT Infrastructure team.Managed/Maintain Production Data center, office development data center, office internet connection, mail server...",Jakarta,,,,IT Infrastructure
0,Kuehne + Nagel,Indonesia,"To ensure consistency for internal KPI and data Quality enhancing service levels. To maintain day to day activities of Air Export activity, to actively support...",Jakarta,,,,Air Export Executive
1,PT Arisma Data Setia,Indonesia,Diutamakan dari jurusan Teknik Informatika. Melakukan Supervisi terhadap engineering dan technical staff. Diploma Maximum Age:....,Jakarta,,,,IT Mantenance Engineer
2,PT. Loyalty Program Indonesia,Indonesia,"Integrate data from various back-end services and databases. Bachelor's degree in Software Engineering, or a related subject is required....",Jakarta,,,,Full-Stack (C# / .NET) Developer
3,PT. Finansia Multi Finance (Kreditplus),Indonesia,"Berkoordinasi dengan Hardware Engineer Manager dalam melakukan supervisi. Mengelola server, email server, data center, dll....",Jakarta,,,,IT Engineer
4,Data Global Komukatama,Indonesia,"Bachelor’s degree in Computer Science Engineering or related fields. Internet, LAN/WAN Internetworking, Data Center, Cabling Infrastructure would be an...",Jakarta,,,,Pre-Sales Consultant
5,Integrasia,Indonesia,"Build tools and processes in conjunction with other engineering and product teams for the on-time, quality release of data products, services, and applications....",Jakarta,,,,Web GIS Developer
6,PT KSB Indonesia,Indonesia,"Candidate must possess at least a Bachelor's Degree, Engineering (Mechanical), Engineering (Marine), Engineering....",Jakarta,,,,Sales Engineer
7,Wakuliner,Indonesia,"Bekerja dengan sumber data eksternal dan API. Minimal D3/S1 jurusan Teknik Informatika, Sistem Informasi, pengembangan perangkat lunak/pemprograman atau yang...",Jakarta,,,,iOS developer
8,Duitin Aja Indonesia,Indonesia,"We are looking for ruby on rails engineer to join our engineering team. If you are fun, smart, and passionate engineer that interested to work in a startup that...",Jakarta,,,,Frontend ruby on rails developer
9,PT Kajima Indonesia,Indonesia,To analyze actual budget data every month. Candidate must possess Diploma or Bachelor Degree of civil engineering or accounting....,Jakarta,,,,Cost Control
0,PT Kajima Indonesia,Indonesia,Bachelor degree in Civil Engineering. The Technical Engineer will also be responsible for coordinating and monitoring site quality related activities with the...,Jakarta,,,,Technical Engineer
1,PT. Daikin Airconditioning Indonesia,Indonesia,"Pendidikan di jurusan Teknik Informatika, dan Teknik Komputer.Belum memiliki pengalaman bekerja. Membantu, dan memonitoring infrastuktur Airnet.Analisa dan...",Jakarta,,,,IT SERVICE
2,PT. Bali Towerindo Sentra Tbk,Indonesia,Must possess an in depth knowledge of the engineering and planning process as well as extensive experience in FTTx Designs.Comprehensive knowledge of...,Jakarta,,,,FTTX Engineering and Planning Senior Manager
4,Integritas Sumur Nusantara,Indonesia,As our application developer you will work together with engineering team and responsible to develop the back end and front end (full-stack) of our web+mobile...,Jakarta,,,,Web Application Developer
5,The Deutsche Gesellschaft für Internationale Zusam...,Indonesia,"Newspapers, technical publications, academic articles, surveys and statistical data, government reports); Advanced degree in an area relevant to the project,...",Jakarta,,,,(Senior) Technical Advisor Quality Infrastructure
6,Pegipegi.com,Indonesia,"Bachelor's degree in Computer Science or Software Engineering – equivalent work experience is acceptable. You know algorithm, data structure, OS & Networking...",Jakarta,,,,Senior Java Web Engineer Jakarta
8,Ruangguru.com,Indonesia,"BS/MS degree in Computer Science, Engineering or a related subject. Experience working with Android frameworks such as Core Data, Core Animation, Core Graphics...",Jakarta,,,,Mobile Android Developer
9,Pawoon,Indonesia,"Data modeling experience in both Relational and NoSQL databases. Familiarity with MVC, Mocking, ORM, and secured open, low latency RESTful principles and best...",Jakarta,,,,Software Engineer (Full-stack Web Developer)
0,PT. Ruang Raya Indonesia (Ruangguru.com),Indonesia,"Experience with iOS frameworks such as Core Data, Core Animation, etc. Majoring of Computer Science, Engineering or a related subject experience in developing...",Jakarta,,,,Senior Mobile iOS Developer
1,PT. Wmotion Digitalindo Teknologi,Indonesia,"Advise and assist users in data cleansing, migration, master data and transnational data set-up. Computer Science, Information Systems Industrial Engineering....",Jakarta,,,,SAP Technical Consultant
2,PT. Indobara Bahana,Indonesia,Diutamakan dari jurusan Teknik Mesin/Elektro/Sipil.Mampu membaca dan menganalisis gambar kerja.Memahami AutoCAD.Kemampuan Analisis yang tinggi.Project...,Jakarta,,,,Quantity Surveyor
4,PT. Daikin Airconditioning Indonesia,Indonesia,Make quotation.Coordinate invoice with finance department.Coordinate delivery with sales admin department.Prepare sales documents and process with other...,Jakarta,,,,Japanese Project Sales Admin Staff
5,PT. Jasa Teknologi Informasi IBM,Indonesia,Majoring in Engineering (Computer/Telecommunication) or equivalent.Having experiences in database / data warehouse developer.Have good communication skill in...,Jakarta,,,,IT Big Data Developer
7,PT. Home Credit Indonesia,Indonesia,"Majoring in Engineering (Computer/IT), Mathematics or Equivalent with English fluency.Experienced in data manipulation/using database.Good knowledge of...",Jakarta,,,,Risk Analytics Officer
8,PT Griya Miesejati,Indonesia,Lulusan dari jurusan Teknik. Berinisiatif untuk mengumpulkan data list mall existing/yang akan buka didalam kota/luarkota (Disesuaikan dengan perencanaan...,Jakarta,,,,Business Development Staff
9,PT. Bali Towerindo Sentra Tbk,Indonesia,"Work with site acquisition personnel, client and client legal team to resolve business and legal approval issues.Oversee the completion of Zoning and Permit...",Jakarta,,,,SITAC Manager
0,SunRecruit,Indonesia,"Bachelor’s Degree, Majoring in Industrial / Mechanical / Mechatronic / Electromechanical Engineering or equivalent....",Jakarta,,,,Process Equipment Engineer for Multinational Company
1,PT. Finansia Multi Finance (Kreditplus),Indonesia,Diutamakan dari jurusan Teknik Informatika / Sistem Informasi.Pengalaman di bidang yang sama / programmer.Berpengalaman dalam membuat program.Memahami database...,Jakarta,,,,IT Programmer
2,ACT Foundation,Indonesia,Merancang dan membuat sistem informasi ACT.Pengembangan sistem.Merancang dan membuat sistem informasi ACT.Mengupgrade sesuai kebutuhan sistem informasi ACT...,Jakarta,3 ulasan,,31.2,PROGRAMMER IT
3,SunRecruit,Indonesia,"Resolves problems by analyzing data; Bachelor’s Degree, Majoring in Industrial / Mechanical / Mechatronic / Electromechanical Engineering or equivalent....",Jakarta,,,,Press & Stamping Process Engineer for Multinational Automotive Company
4,SunRecruit,Indonesia,"Bachelor’s Degree, Majoring in Industrial / Mechanical / Mechatronic / Electromechanical Engineering or equivalent....",Jakarta,,,,Process Equipment Engineer for Multinational Automotive Company
5,Ruangguru.com,Indonesia,"BS/MS degree in Computer Science, Engineering or a related subject. Experience working with Android frameworks such as Core Data, Core Animation, Core Graphics...",Jakarta,,,,Sr. Mobile Android Developer
6,PT. Jasa Teknologi Informasi IBM,Indonesia,"Handling the project control book, enters data, tracks issues and changes, produces status reports and handles financial and procurement transactions....",Jakarta,,,,Project Management Officer
7,PT. Akasha Wira International Tbk,Indonesia,To collect data and analyze root cause issue regarding abnormal condition on machinery cycle process.Ensure technical aspect preparation for new equipment...,Jakarta,,,,Project Improvement Officer
8,PT Sepuluh Sumber Anugerah (Old PT. Inwha Indonesi...,Indonesia,"Majoring in Engineering (Civil), Engineering (Industrial), Engineering (Mechanical), Business Studies/ Administration/ Management, Marketing, Economics or...",Jakarta,,,,Marketing Engineer
9,PT CIMB Niaga Auto Finance,Indonesia,Diutamakan dari jurusan Statistika / Teknik Informatika / Teknik Komputer / Sistem Informasi / Management Informatika....,Jakarta,,,,Risk MIS System & Development
0,SunRecruit,Indonesia,"Conduct time study to identify state and collect data analysis for future improvement. Having more than three years of equipment repair, maintenance, or more...",Jakarta,,,,Total Preventive Maintenance Engineer for Multinational Automotive Company
1,PT. Jasa Teknologi Informasi IBM,Indonesia,"Majoring of Engineering (Computer/Telecommunication) or equivalent. Develop solution (ETL, reporting, migration, dll) based on Hadoop environment....",Jakarta,,,,Big Data Developer
2,PT. Bali Towerindo Sentra Tbk,Indonesia,"Validates the reports and information from field, ensures data is entered in to customer & engineering data bases and relevant reports are generated....",Jakarta,,,,NOC Assistant Manager
3,PT Griya Miesejati,Indonesia,Diutamakan dari jurusan Teknik Industri / Teknik Mesin / Teknik Elektro / Teknik Kimia / Teknologi Pangan. Mengawasi penerimaan dan pengelolaan data....,Jakarta,,,,PPIC Assistant Manager
4,"VidScale, Inc.",Indonesia,"Work with the assigned Solutions Engineer to articulate, define, and scope sales opportunities. Our goal is to enable the next generation of applications such...",Jakarta,,,,Content Provider Sales Manager-Media Delivery
5,PT. Home Credit Indonesia,Indonesia,"Preparation of various forms and documents related to the issuance and award of tenders which may include PR, BAF, PO/LOA, Agreement.Issuance of bid documents...",Jakarta,,,,Procurement Officer
6,PT. Telesindo Shop,Indonesia,Establishing time schedules with engineering and manufacturing. Determines product pricing by utilizing market research data;...,Jakarta,,,,Product Manager
7,"PT. Dian Swastatika Sentosa, Tbk",Indonesia,"Majoring in IT-related discipline or engineering from reputable university. Have work experience in networking, data communication and IT security....",Jakarta,,,,Senior IT Network & Security Assistant
8,PT Mowilex Indonesia,Indonesia,Diutamakan lulusan dari juursan Teknik Komputer/ Informatika.Diutamakan yang memiliki pengalaman dan pengetahuan dalam mobile programming.Mengerti web...,Jakarta,,,,Programmer (Mobile)
9,SUITMEDIA,Indonesia,Very good engineering culture. Create digital advertising plan for potential and existing clients....,Jakarta,,,,Digital Media Planner
0,Blibli,Indonesia,"Deep knowledge about OOP, Design Pattern, Software Design and Data Structure (Collection API). Bachelor degree in Computer Science, Information Technology,...",Jakarta,,,,Software Development Engineer
1,Rekadaya Elektrika Consult,Indonesia,Menyediakan data untuk melakukan analisa Makro terkait Pemasaran Transmisi dan Distribusi dengan memperhatikan faktor luar seperti;...,Jakarta,,,,SALES ENGINEER
2,Indivara Group,Indonesia,"Work with outside data sources and API's. Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer...",Jakarta,,,,Android Developer
3,MANKIND,Indonesia,"Work with outside data sources and APIs. Min.Bachelors Degree in Computer Science, Engineering or a related subject....",Jakarta,,,,Android Developer
4,PT. REERACOEN INDONESIA,Indonesia,"Create project plans and workflow, and drive them across development teams (primarily Development, Engineering, Designers, and Marketing Communications) through...",Jakarta,,,,New Product Development Manager (Jakarta) [41456]
5,PT. Bali Towerindo Sentra Tbk,Indonesia,Majoring in Engineering (Computer/ Telecommunication) or equivalent. Coordinate and manage data associated with information from external resources....,Jakarta,,,,FTTH Planning Manager
6,Indivara Group,Indonesia,"Work with outside data sources and API's. Experience working with remote data via REST and JSON. Candidate must possess at least a Bachelor's Degree, Computer...",Jakarta,,,,iOS Mobile App Developer
8,Wakuliner,Indonesia,"Bekerja dengan sumber data eksternal dan API. Minimal D3/S1 jurusan Teknik Informatika, Sistem Informasi, pengembangan perangkat lunak/pemprograman atau yang...",Jakarta,,,,Android developer
9,PT. REERACOEN INDONESIA,Indonesia,"Must be able to do market research, price calculation, PSI data and Forecast data. Having an experience as Sales Engineer. Degree Maximum Age:....",Jakarta,,,,Sales For Energy System Project (Sudirman_Jakarta) [41739]
0,PT. Ruang Raya Indonesia (Ruangguru.com),Indonesia,"Experience with iOS frameworks such as Core Data, Core Animation, etc. Majoring of Computer Science, Engineering or a related subject with experience in...",Jakarta,,,,Mobile iOS Developer
1,PT Oedak Solusi,Indonesia,"BS degree in Computer Science, Informatics engineering or related subject. Familiar working with iOS or Android Framework & SDK such as Core Data Core Animation...",Jakarta,,,,Mobile Application Developer ( iOS/ Android)
3,Sejasa.com,Indonesia,"Assist in reporting and data analysis as needed. Undergraduate, Postgraduate student or Fresh graduate from any major (Preferably Computer Science, Engineering,...",Jakarta,,,,Associate Product Manager Internship
4,PT. Ruang Raya Indonesia (Ruangguru.com),Indonesia,"Majoring Computer Science, Engineering or a related subject. Experience working with Android frameworks such as Core Data, Core Animation, Core Graphics and...",Jakarta,,,,Mobile Android Developer
5,Asia Outsourcing Services,Indonesia,Memahami Konsep basis Data. Pendidikan minimal D3 Teknik Informatika / Sistem Informasi. PT....,Jakarta,,,,IT PROGRAMMER
6,PT. Home Credit Indonesia,Indonesia,Majoring in Business or Engineering.Fluent in English.Experience with quality improvement methodologies.Experience with presentation to senior management...,Jakarta,,,,Senior Process Specialist (Jakarta)
8,SunRecruit,Indonesia,"Assist in payroll preparation by providing relevant data (absences, bonus, leaves, etc). PC literacy (MS Office, in particular)....",Jakarta,,,,HR Manager For Multinational Engineering Consultant
9,PT. SABERINDO PACIFIC,Indonesia,"Lulusan dari jurusan Teknik Mesin/Elektro. Dealer, Industry, Pertamina/Oil dan Gas Company, Power Plant, Government, Data Centre, Telekomunikasi & Perbankan....",Jakarta,,,,SALES PRODUK PEMADAM KEBAKARAN - FIRE PROTECTION
0,Truztee,Indonesia,Design and optimize backend queries and data structures. We are currently looking for Full Stack Javascript developers to add to our Jakarta based engineering...,Jakarta,,,,Full Stack Javascript Developer
1,Bunda Mulia Alumni & Career Center,Indonesia,Database Engineer Staff. Ensures the integrity and security of institutional data. Inherently curios and energized by the challenges working Big Data....,Jakarta,,,,Full-Time PT I LIKE GYM INDONESIA (ROCKSTAR GYM)
2,PT. Wook Mobile Commerce,Indonesia,Establishing time schedules with engineering and manufacturing. Determines product pricing by utilizing market research data;...,Jakarta,,,,Product Sales Manager (Home Decoration) - Retail
4,PT. Daikin Airconditioning Indonesia,Indonesia,Diutamakan dari jurusan Teknik. Membuat schedule equipment air conditioner berdasarkan data hasil seleksi. Mahir menggunakan AutoCAD....,Jakarta,,,,Fresh Graduate Development Program - Engineer & Technical Support (Jakarta)
5,PT. Wook Mobile Commerce,Indonesia,"Establishing time schedules with engineering and manufacturing.Introduces and markets new products by developing time-integrated plans with sales, advertising,...",Jakarta,,,,Product Sales Manager
6,PT. Wook Mobile Commerce,Indonesia,"Establishing time schedules with engineering and manufacturing.Introduces and markets new products by developing time-integrated plans with sales, advertising,...",Jakarta,,,,Product Sales Manager (Home Decoration)
7,SunRecruit,Indonesia,"Bachelor’s Degree, Majoring in Industrial / Mechanical / Mechatronic Engineering or equivalent. Organizations involved in technical solutions and new product...",Jakarta,,,,Logistic planning & packaging Engineer for Multinational Automotive Company
8,PT. Wook Mobile Commerce,Indonesia,Determines customers needs and desires by specifying the research needed to obtain market information.Recommends the nature and scope of present and future...,Jakarta,,,,Product Sales Manager - Home Appliance Interior Design
9,SunRecruit,Indonesia,"Bachelor’s Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology or equivalent....",Jakarta,,,,SAP Purchasing & Finance System Engineer (IT) for Multinational Automotive Company
0,GO-JEK,Indonesia,"Provide data for finance accounting team reporting. Bachelor degree from IT, statistics, engineering and related major....",Jakarta,,,,Data Analyst for Finance - Jakarta
1,Traveloka,Indonesia,Knowledge in data structures and algorithms for processing large data. Data Analyst at Traveloka is at the forefront of using data for building value by...,Jakarta,4 ulasan,,51.0,Data Analyst
2,Wika Group,Indonesia,Data Analyst (m/f). Analysis and evaluation of data (Big Data). Development of algorithms for the calculation of further key data....,Jakarta,,,,"Data Analyst (m/f)Klingenberg (Main), WIKA Alexander Wiegand SE & Co. KG"
3,Roche,Indonesia,Data Analyst will be responsible to assist Diabetes Care Business Unit Head in managing numerous day to day data and reports to internal and regional...,Jakarta,859 ulasan,,52.2,Data Analyst
4,Kompas.com,Indonesia,"Passionate about data exploration. Ability to use data visualization to create meaningful insight. Familiar with data tools/ programs such as Excel, SPSS, R,...",Jakarta,,,,Data Analyst
5,AXA,Indonesia,Strong data skills and a very numerate mind. Solid knowledge base in applied statistics and data interrogation....,Jakarta,,,,Data Analyst
6,Ralali,Indonesia,Manage & provide data for user. Experience using statistical packages for analyzing data. Identify and interpret trends or patterns in data sets....,Jakarta,,,,Data Analyst
7,"Palladium Group, Inc.",Indonesia,"Company Overview Palladium is a global leader in the design, development and delivery of Positive Impact - the intentional creation of enduring social and...",Jakarta,,,,"Data Analyst, HIV Costing"
8,HappyFresh,Indonesia,"On top, the data referent will proactively shape HappyFresh's mindset around data, manage related infrastructure, and independently seek new opportunities from...",Jakarta,,,,Data Evangelist
9,Wika Group,Indonesia,Data Analyst (m/w). Analyse und Auswertung von Daten (Big Data). Zur Intensivierung der Digitalisierungsstrategie des Bereichs Industrial Instrumentations...,Jakarta,,,,"Data Analyst (m/w)Klingenberg (Main), WIKA Alexander Wiegand SE & Co. KG"
0,Aimia,Indonesia,Extract and prepare data for analysis (transforming raw transactional data into customer level data for analysis)....,Jakarta,,,,Data Solutions Analyst
1,"Palladium Group, Inc.",Indonesia,"Company Overview Palladium is a global leader in the design, development and delivery of Positive Impact - the intentional creation of enduring social and...",Jakarta,,,,"Data Analyst, Maternal and Newborn Health"
2,Traveloka,Indonesia,"Quantitative aptitude with the ability to develop arguments, solutions, and analysis based on data. Join our ambitious growing team in building large impact...",Jakarta,4 ulasan,,51.0,Corporate Strategy Analyst
3,SAP Expert,Indonesia,SAP Master Data Analyst - Permanent - Jakarta Selatan. In addition to providing functional / business expertise the Master Data Analyst is tasked with:....,Jakarta,,,,SAP Master Data Analyst - Permanent
4,Traveloka,Indonesia,"Develop Data Ingestion and Integration from data sources to Data Lake and/or Data Warehouse, based on Data Pipeline Framework established by Data Engineering...",Jakarta,4 ulasan,,51.0,Data Integration Engineer
5,Zeno Group Indonesia,Indonesia,"Advertising/Marketing technology, e.g. data management platforms, dynamic creative, etc. Ability to analyze raw data, identify trend drivers, draw conclusions...",Jakarta,,,,Data & Insights Analyst
6,FinAccel,Indonesia,Minimum 2 years’ experience as Risk Analyst/ Fraud Analyst/Business Analyst in financial or ecommerce sector preferably....,Jakarta,,,,Data Analyst
7,XWORK,Indonesia,"Gathers data from data warehouse utilizing Excel & SQL tools. Utilizes Microsoft Excel to create pivot tables, charts, and reports that are sourced from data...",Jakarta,,,,Data Analyst Intern
8,Traveloka,Indonesia,"BI Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors,...",Jakarta,4 ulasan,,51.0,Business Intelligence Analyst
9,GO-JEK,Indonesia,"1-2 years experience in analytics, Data Analyst, etc. Text analysis of NPS data. Strong analytical and planning skills....",Jakarta,,,,Driver Service Excellence Analyst
0,Traveloka,Indonesia,"Join our ambitious growing team in building large impact consumer products and services, building real-time and big data systems and platforms, coming up with...",Jakarta,4 ulasan,,51.0,Business Analyst - Technology
1,Traveloka,Indonesia,"You will also manage the technology compliance at Traveloka, for example (but not limited to) open source license management, disaster recovery, and data...",Jakarta,4 ulasan,,51.0,Technology Strategy Analyst
2,Traveloka,Indonesia,Conducting data analysis for marketing and business growth – Analyze customer data (internal/external) to drive insights that can be impactful for business...,Jakarta,4 ulasan,,51.0,Pricing Analyst
3,Traveloka,Indonesia,Strong analytical skills and data driven. Conduct high complexity data analysis to help drive and support business decisions....,Jakarta,4 ulasan,,51.0,"Business Analyst, Pricing"
4,Traveloka,Indonesia,"Job Description Acting as generalist within the team, to provide data-driven and valuable insights towards promotion and partnerships campaigns, towards...",Jakarta,4 ulasan,,51.0,Business Analyst - Promotion
5,Traveloka,Indonesia,"Experience and leading capabilities in CRM, CLM, data analytics and architecture. Responsible for the analysis (Quantitative, qualitative) assigned to deliver...",Jakarta,4 ulasan,,51.0,CRM Analyst
6,MarkPlus,Indonesia,Analysis of market research data. Conducting market observations in the field....,Jakarta,,,,Business Analyst
7,Mitra Mandiri Informatika,Indonesia,"Quickly understands the business issues and data challenges of client's organization and industry. Candidate must possess at least a Bachelor's Degree, Master's...",Jakarta,,,,Business Analyst (BA)
8,Roche,Indonesia,Strategic Insights & Analytics Analyst is responsible to utilize primary & secondary market data to generate insights and provide business leaders with...,Jakarta,859 ulasan,,52.2,Strategic Insights & Analytics Analyst
9,Mintel Group,Indonesia,POSITION SUMMARY – Trend and Innovation Analyst. Provide customized data application support and leverage integrated insight to enhance the Mintel relationship....,Jakarta,,,,"Trend and Innovation Analyst, Indonesia"
0,MatahariMall.com,Indonesia,"Superior numerical & data analysis skills. Experienced in insights analytics and data distribution. Strong understanding & experience in using, monitoring, and...",Jakarta,,,,Google Conversion Analyst
1,The World Bank Group,Indonesia,"The Urban Analyst will also support the team in areas of municipal finance, creditworthiness, spatial planning, and strategic investment planning....",Jakarta,437 ulasan,,52.8,Urban Development Analyst
2,HappyFresh,Indonesia,"Turning data into action, all our marketing campaigns are based on your data findings. Strong passion for Data analysis, and Excel....",Jakarta,,,,HappyData Analyst
3,Chandra Asri Petrochemical,Indonesia,"Had certification vibration analyst level 1. Provides condition monitoring data collection, preliminary analysis and recommendation based on the results....",Jakarta,,,,Polymer Rotating Inspector
4,Airy Rooms,Indonesia,Comfortable with extracting and managing large volumes of data. Ability to process large volumes of data to distill insight....,Jakarta,,,,Revenue Associate (Multiple seniority level positions available)
5,Caterpillar,Indonesia,"Ability to apply data collection and analysis skills. As a Credit Analyst, you will help build Customers for Life for Caterpillar by carrying out the activities...",Jakarta,,,,Credit Analyst
6,Tetra Pak,Indonesia,"You are skilled in data structure, data collection flow and data visualization (dashboards). You have at least 3 years of experience in data analysis and data...",Jakarta,,,,System Performance Analyst
7,Bhinneka.com,Indonesia,"Tingkat pengalaman, min 5 tahun di dalam Data & Analytics. Memiliki jejak karir yang terbukti dalam bekerja dengan large data sets, consumer behavior, website...",Jakarta,,,,Customer Intelligence Analyst
8,Tokopedia,Indonesia,"As a Data Analyst at Tokopedia, you will work closely with other divisions to develop and execute the techniques that quantify and solve challenging business...",Jakarta,2 ulasan,,51.0,Data Analyst
9,Tokopedia,Indonesia,"Minimum 1 year of working experience as Data Analyst, Data Scientist, Data Engineer, or similar position. Have passion in big data, data mining, and machine...",Jakarta,2 ulasan,,51.0,Data Scientist
